LOW,S1,S2,S3,SIZE,STD_POINT,FORCE,AREA_AVG,SIDE
18,1065.86,1062.24,1070.59,1,3.4,50,3.4,0
19,1065.83,1062.26,1069.88,1,3.4,50,3.4,0
20,1065.82,1062.31,1069.6,1,3.4,50,3.4,0
21,1065.74,1062.29,1070.12,1,3.4,50,3.4,0
22,1065.77,1062.27,1069.69,1,3.4,50,3.4,0
23,1065.69,1062.29,1070.35,1,3.4,50,3.4,0
24,1065.66,1062.25,1070.16,1,3.4,50,3.4,0
25,1065.65,1062.26,1070.12,1,3.4,50,3.4,0
26,1065.53,1062.35,1069.43,1,3.4,50,3.4,0
27,1065.53,1062.49,1069.93,1,3.4,50,3.4,0
28,1065.43,1062.48,1069.54,1,3.4,50,3.4,0
29,1065.42,1062.42,1070.39,1,3.4,50,3.4,0
30,1065.43,1062.45,1069.95,1,3.4,50,3.4,0
31,1065.44,1062.37,1070.29,1,3.4,50,3.4,0
32,1065.41,1062.41,1070.35,1,3.4,50,3.4,0
33,1065.35,1062.37,1069.44,1,3.4,50,3.4,0
34,1065.39,1062.36,1069.95,1,3.4,50,3.4,0
35,1065.32,1062.37,1070.09,1,3.4,50,3.4,0
36,1065.33,1062.42,1070.21,1,3.4,50,3.4,0
37,1065.24,1062.48,1070.13,1,3.4,50,3.4,0
38,1065.22,1062.49,1069.27,1,3.4,50,3.4,0
39,1065.21,1062.48,1069.61,1,3.4,50,3.4,0
40,1065.18,1062.54,1069.59,1,3.4,50,3.4,0
41,1065.12,1062.66,1069.25,1,3.4,50,3.4,0
42,1065.11,1062.75,1069.35,1,3.4,50,3.4,0
43,1065.09,1062.69,1069.5,1,3.4,50,3.4,0
44,1065.08,1062.71,1069.57,1,3.4,50,3.4,0
45,1065.06,1062.66,1069.75,1,3.4,50,3.4,0
46,1065.08,1062.72,1069.45,1,3.4,50,3.4,0
47,1065.01,1062.78,1069.64,1,3.4,50,3.4,0
48,1065.05,1062.67,1069.42,1,3.4,50,3.4,0
49,1065.03,1062.59,1069.72,1,3.4,50,3.4,0
50,1065.01,1062.78,1069.32,1,3.4,50,3.4,0
1,1087.75,1084.81,1080.09,1,3.4,100,3.4,0
2,1087.62,1084.71,1080.25,1,3.4,100,3.4,0
3,1087.59,1084.49,1079.89,1,3.4,100,3.4,0
4,1087.49,1084.44,1079.26,1,3.4,100,3.4,0
5,1087.37,1084.42,1079.26,1,3.4,100,3.4,0
6,1087.26,1084.31,1079.23,1,3.4,100,3.4,0
7,1087.21,1084.04,1079.7,1,3.4,100,3.4,0
8,1087.14,1084.08,1079.07,1,3.4,100,3.4,0
9,1087.09,1083.91,1078.8,1,3.4,100,3.4,0
10,1087.08,1083.9,1078.59,1,3.4,100,3.4,0
11,1087,1083.86,1078.95,1,3.4,100,3.4,0
12,1086.93,1083.76,1078.63,1,3.4,100,3.4,0
13,1086.89,1083.66,1079.11,1,3.4,100,3.4,0
14,1086.85,1083.44,1077.86,1,3.4,100,3.4,0
15,1085.73,1082.05,1078.93,1,3.4,100,3.4,0
16,1085.69,1082.05,1077.94,1,3.4,100,3.4,0
17,1085.63,1082.04,1078.52,1,3.4,100,3.4,0
18,1085.58,1081.99,1077.31,1,3.4,100,3.4,0
19,1085.55,1081.9,1078.08,1,3.4,100,3.4,0
20,1085.58,1081.91,1077.79,1,3.4,100,3.4,0
21,1085.51,1081.78,1078.44,1,3.4,100,3.4,0
22,1085.51,1081.68,1077.85,1,3.4,100,3.4,0
23,1085.52,1081.67,1078.81,1,3.4,100,3.4,0
24,1085.43,1081.66,1078.09,1,3.4,100,3.4,0
25,1085.42,1081.62,1078.18,1,3.4,100,3.4,0
26,1085.4,1081.61,1078.56,1,3.4,100,3.4,0
27,1085.36,1081.53,1077.81,1,3.4,100,3.4,0
28,1085.34,1081.56,1077.95,1,3.4,100,3.4,0
29,1085.32,1081.59,1078.75,1,3.4,100,3.4,0
30,1085.27,1081.61,1077.52,1,3.4,100,3.4,0
31,1085.22,1081.61,1077.91,1,3.4,100,3.4,0
32,1085.23,1081.52,1077.49,1,3.4,100,3.4,0
33,1085.18,1081.45,1077.52,1,3.4,100,3.4,0
34,1085.17,1081.43,1078.74,1,3.4,100,3.4,0
35,1085.14,1081.44,1078.54,1,3.4,100,3.4,0
36,1085.13,1081.35,1077.02,1,3.4,100,3.4,0
37,1085.16,1081.29,1077.36,1,3.4,100,3.4,0
38,1085.13,1081.22,1077.75,1,3.4,100,3.4,0
39,1085.14,1081.44,1078.1,1,3.4,100,3.4,0
40,1085.13,1081.35,1077.86,1,3.4,100,3.4,0
41,1085.16,1081.29,1077.7,1,3.4,100,3.4,0
42,1085.13,1081.22,1077.8,1,3.4,100,3.4,0
43,1085.15,1081.23,1078.17,1,3.4,100,3.4,0
44,1085.05,1081.32,1077.46,1,3.4,100,3.4,0
45,1085.01,1081.4,1077.66,1,3.4,100,3.4,0
46,1085.02,1081.36,1077.69,1,3.4,100,3.4,0
47,1084.98,1081.35,1077.07,1,3.4,100,3.4,0
48,1084.98,1081.25,1077.72,1,3.4,100,3.4,0
49,1084.94,1081.16,1077.63,1,3.4,100,3.4,0
50,1084.97,1081.12,1077.8,1,3.4,100,3.4,0
1,1113.48,1104.94,1136.15,1,3.4,200,3.4,0
2,1113.42,1104.66,1135.76,1,3.4,200,3.4,0
3,1113.4,1104.55,1136.02,1,3.4,200,3.4,0
4,1113.36,1104.41,1135.69,1,3.4,200,3.4,0
5,1113.33,1104.15,1135.34,1,3.4,200,3.4,0
6,1113.29,1103.83,1134.98,1,3.4,200,3.4,0
7,1113.26,1103.83,1135.77,1,3.4,200,3.4,0
8,1113.22,1103.98,1135.86,1,3.4,200,3.4,0
9,1113.2,1103.62,1135.58,1,3.4,200,3.4,0
10,1113.13,1103.64,1134.76,1,3.4,200,3.4,0
11,1113.13,1103.31,1134.99,1,3.4,200,3.4,0
12,1113.11,1103.38,1135.54,1,3.4,200,3.4,0
13,1113.02,1103.28,1135.23,1,3.4,200,3.4,0
14,1113.01,1103.15,1134.5,1,3.4,200,3.4,0
15,1112.95,1103.04,1134.76,1,3.4,200,3.4,0
16,1112.91,1102.92,1134.05,1,3.4,200,3.4,0
17,1112.87,1102.86,1135.17,1,3.4,200,3.4,0
18,1112.84,1102.92,1134.32,1,3.4,200,3.4,0
19,1112.8,1102.86,1134.96,1,3.4,200,3.4,0
20,1113.01,1103.15,1135.2,1,3.4,200,3.4,0
21,1112.95,1103.04,1134.49,1,3.4,200,3.4,0
22,1112.91,1102.92,1134.89,1,3.4,200,3.4,0
23,1112.87,1102.86,1134.76,1,3.4,200,3.4,0
24,1112.84,1102.92,1134.63,1,3.4,200,3.4,0
25,1112.8,1102.86,1134.11,1,3.4,200,3.4,0
26,1112.72,1102.89,1134.49,1,3.4,200,3.4,0
27,1112.69,1102.86,1134.8,1,3.4,200,3.4,0
28,1112.63,1102.9,1134.25,1,3.4,200,3.4,0
29,1112.61,1102.93,1134.11,1,3.4,200,3.4,0
30,1112.56,1103.21,1134.57,1,3.4,200,3.4,0
31,1112.53,1103.21,1134.56,1,3.4,200,3.4,0
32,1112.66,1103.1,1134.02,1,3.4,200,3.4,0
33,1112.62,1102.96,1134.25,1,3.4,200,3.4,0
34,1112.59,1102.76,1134.08,1,3.4,200,3.4,0
35,1112.55,1102.61,1134.04,1,3.4,200,3.4,0
36,1112.55,1102.52,1133.77,1,3.4,200,3.4,0
37,1112.46,1102.26,1133.54,1,3.4,200,3.4,0
38,1112.52,1102.35,1134.35,1,3.4,200,3.4,0
39,1112.48,1102.4,1134.46,1,3.4,200,3.4,0
40,1112.44,1102.27,1134.27,1,3.4,200,3.4,0
41,1112.43,1102.24,1133.6,1,3.4,200,3.4,0
42,1112.4,1102.25,1133.37,1,3.4,200,3.4,0
43,1112.41,1102.26,1134.19,1,3.4,200,3.4,0
44,1112.52,1102.35,1133.74,1,3.4,200,3.4,0
45,1112.48,1102.4,1133.56,1,3.4,200,3.4,0
46,1112.44,1102.27,1134,1,3.4,200,3.4,0
47,1112.43,1102.24,1133.55,1,3.4,200,3.4,0
48,1112.4,1102.25,1133.77,1,3.4,200,3.4,0
49,1112.41,1102.21,1134.34,1,3.4,200,3.4,0
50,1112.39,1102.19,1134.06,1,3.4,200,3.4,0
1,1063.97,1037.39,1029.55,1,3.5,50,3.5,0
2,1063.99,1037.46,1029.92,1,3.5,50,3.5,0
3,1063.94,1037.43,1029.42,1,3.5,50,3.5,0
4,1063.92,1037.42,1029.44,1,3.5,50,3.5,0
5,1063.96,1037.48,1029.27,1,3.5,50,3.5,0
6,1063.89,1037.47,1029.72,1,3.5,50,3.5,0
7,1063.87,1037.4,1030.14,1,3.5,50,3.5,0
8,1063.9,1037.38,1029.55,1,3.5,50,3.5,0
9,1063.9,1037.27,1029.41,1,3.5,50,3.5,0
10,1063.88,1037.25,1029.5,1,3.5,50,3.5,0
11,1063.86,1037.27,1029.75,1,3.5,50,3.5,0
12,1063.85,1037.17,1029.42,1,3.5,50,3.5,0
13,1063.84,1037.1,1029.62,1,3.5,50,3.5,0
14,1063.91,1037.03,1029.72,1,3.5,50,3.5,0
15,1063.87,1037.16,1029.09,1,3.5,50,3.5,0
16,1063.94,1037.23,1029.03,1,3.5,50,3.5,0
17,1063.93,1037.18,1029.82,1,3.5,50,3.5,0
18,1063.88,1037.13,1029.62,1,3.5,50,3.5,0
19,1063.85,1037.07,1029.12,1,3.5,50,3.5,0
20,1063.89,1037.19,1029.49,1,3.5,50,3.5,0
21,1063.84,1037.08,1028.66,1,3.5,50,3.5,0
22,1063.9,1037.07,1028.8,1,3.5,50,3.5,0
23,1063.84,1036.99,1029.29,1,3.5,50,3.5,0
24,1063.81,1036.99,1029.65,1,3.5,50,3.5,0
25,1063.81,1037.01,1028.93,1,3.5,50,3.5,0
26,1111.32,1087.87,1029.01,1,3.5,50,3.5,0
27,1111.29,1087.77,1028.84,1,3.5,50,3.5,0
28,1111.28,1087.7,1029.5,1,3.5,50,3.5,0
29,1111.25,1087.63,1028.63,1,3.5,50,3.5,0
30,1111.23,1087.54,1028.38,1,3.5,50,3.5,0
31,1063.9,1037.07,1028.33,1,3.5,50,3.5,0
32,1063.84,1036.99,1028.86,1,3.5,50,3.5,0
33,1063.81,1036.99,1029.15,1,3.5,50,3.5,0
34,1063.81,1037.01,1028.58,1,3.5,50,3.5,0
35,1063.8,1037.14,1028.82,1,3.5,50,3.5,0
36,1063.77,1037.06,1029.28,1,3.5,50,3.5,0
37,1063.8,1036.97,1028.98,1,3.5,50,3.5,0
38,1063.8,1036.81,1028.67,1,3.5,50,3.5,0
39,1063.83,1036.66,1029.02,1,3.5,50,3.5,0
40,1063.91,1036.67,1029.36,1,3.5,50,3.5,0
41,1063.88,1036.56,1028.38,1,3.5,50,3.5,0
42,1063.92,1036.47,1028.77,1,3.5,50,3.5,0
43,1063.9,1036.53,1028.71,1,3.5,50,3.5,0
44,1063.81,1036.72,1028.81,1,3.5,50,3.5,0
45,1063.83,1036.65,1029.03,1,3.5,50,3.5,0
46,1063.85,1036.63,1028.76,1,3.5,50,3.5,0
47,1063.85,1036.61,1029.19,1,3.5,50,3.5,0
48,1063.82,1036.44,1029.22,1,3.5,50,3.5,0
49,1063.89,1036.56,1029.21,1,3.5,50,3.5,0
50,1063.89,1036.4,1028.56,1,3.5,50,3.5,0
1,1071.6,1052.13,1077.41,1,3.5,100,3.5,0
2,1071.57,1052.04,1078.11,1,3.5,100,3.5,0
3,1071.51,1051.87,1077.77,1,3.5,100,3.5,0
4,1071.43,1051.82,1078.14,1,3.5,100,3.5,0
5,1071.33,1051.8,1078.01,1,3.5,100,3.5,0
6,1071.2,1051.73,1078.25,1,3.5,100,3.5,0
7,1071.21,1051.61,1078.78,1,3.5,100,3.5,0
8,1071.14,1051.5,1078.58,1,3.5,100,3.5,0
9,1071.05,1051.37,1078.41,1,3.5,100,3.5,0
10,1071.1,1051.2,1078.57,1,3.5,100,3.5,0
11,1071.02,1051.04,1078.49,1,3.5,100,3.5,0
12,1071.07,1050.91,1078.04,1,3.5,100,3.5,0
13,1071.01,1050.84,1078.02,1,3.5,100,3.5,0
14,1070.95,1050.8,1078.86,1,3.5,100,3.5,0
15,1070.88,1050.67,1078.27,1,3.5,100,3.5,0
16,1070.9,1050.47,1078.85,1,3.5,100,3.5,0
17,1070.85,1050.42,1078.18,1,3.5,100,3.5,0
18,1070.83,1050.14,1078.35,1,3.5,100,3.5,0
19,1070.76,1050.01,1078.76,1,3.5,100,3.5,0
20,1070.73,1050.88,1078.66,1,3.5,100,3.5,0
21,1070.53,1050.38,1078.85,1,3.5,100,3.5,0
22,1070.48,1050.42,1079.09,1,3.5,100,3.5,0
23,1070.51,1050.58,1078.18,1,3.5,100,3.5,0
24,1070.4,1050.44,1078.96,1,3.5,100,3.5,0
25,1070.42,1050.28,1078.34,1,3.5,100,3.5,0
26,1070.38,1050.28,1078.18,1,3.5,100,3.5,0
27,1070.32,1050.42,1078.93,1,3.5,100,3.5,0
28,1070.34,1050.48,1078.94,1,3.5,100,3.5,0
29,1070.3,1050.47,1078.08,1,3.5,100,3.5,0
30,1070.31,1050.43,1078.11,1,3.5,100,3.5,0
31,1070.34,1050.29,1078.21,1,3.5,100,3.5,0
32,1070.25,1050.24,1078.93,1,3.5,100,3.5,0
33,1070.25,1050.12,1078.48,1,3.5,100,3.5,0
34,1070.23,1049.92,1079.28,1,3.5,100,3.5,0
35,1070.2,1049.87,1078.49,1,3.5,100,3.5,0
36,1070.18,1049.72,1078.94,1,3.5,100,3.5,0
37,1070.23,1049.46,1079.12,1,3.5,100,3.5,0
38,1070.21,1049.37,1079.09,1,3.5,100,3.5,0
39,1070.2,1049.39,1078.69,1,3.5,100,3.5,0
40,1070.21,1049.38,1079.21,1,3.5,100,3.5,0
41,1070.23,1049.21,1078.94,1,3.5,100,3.5,0
42,1070.15,1049.12,1079.31,1,3.5,100,3.5,0
43,1070.11,1049.13,1079.36,1,3.5,100,3.5,0
44,1070.13,1049.14,1078.4,1,3.5,100,3.5,0
45,1070.12,1048.99,1079.2,1,3.5,100,3.5,0
46,1070.03,1048.82,1078.78,1,3.5,100,3.5,0
47,1070.11,1049.13,1079.36,1,3.5,100,3.5,0
48,1070.13,1049.14,1078.4,1,3.5,100,3.5,0
49,1070.12,1048.99,1079.2,1,3.5,100,3.5,0
50,1070.18,1048.79,1078.47,1,3.5,100,3.5,0
1,1104.79,1077.95,1086.72,1,3.5,200,3.5,0
2,1104.72,1077.98,1087.1,1,3.5,200,3.5,0
3,1104.64,1077.73,1086.65,1,3.5,200,3.5,0
4,1104.52,1077.61,1087.45,1,3.5,200,3.5,0
5,1104.45,1077.62,1086.95,1,3.5,200,3.5,0
6,1104.38,1077.57,1086.71,1,3.5,200,3.5,0
7,1104.3,1077.56,1087.2,1,3.5,200,3.5,0
8,1104.24,1077.42,1087.9,1,3.5,200,3.5,0
9,1104.23,1077.35,1087.42,1,3.5,200,3.5,0
10,1104.19,1077.34,1086.58,1,3.5,200,3.5,0
11,1104.1,1077.29,1087.77,1,3.5,200,3.5,0
12,1104.04,1077.31,1087.42,1,3.5,200,3.5,0
13,1104,1077.51,1087.08,1,3.5,200,3.5,0
14,1103.89,1077.37,1087.68,1,3.5,200,3.5,0
15,1103.9,1077.31,1087.83,1,3.5,200,3.5,0
16,1103.88,1077.08,1087.47,1,3.5,200,3.5,0
17,1103.87,1077.15,1087.68,1,3.5,200,3.5,0
18,1103.67,1077.14,1087.96,1,3.5,200,3.5,0
19,1103.61,1076.86,1088.33,1,3.5,200,3.5,0
20,1103.67,1076.85,1088.22,1,3.5,200,3.5,0
21,1103.6,1076.83,1088.39,1,3.5,200,3.5,0
22,1103.63,1076.69,1087.97,1,3.5,200,3.5,0
23,1103.55,1076.73,1087.58,1,3.5,200,3.5,0
24,1103.49,1076.68,1087.86,1,3.5,200,3.5,0
25,1103.49,1076.65,1087.59,1,3.5,200,3.5,0
26,1103.4,1076.54,1087.95,1,3.5,200,3.5,0
27,1103.36,1076.47,1087.91,1,3.5,200,3.5,0
28,1103.35,1076.43,1087.92,1,3.5,200,3.5,0
29,1103.2,1076.47,1087.62,1,3.5,200,3.5,0
30,1103.19,1076.41,1088.04,1,3.5,200,3.5,0
31,1103.1,1076.27,1087.51,1,3.5,200,3.5,0
32,1103.16,1076.3,1088.34,1,3.5,200,3.5,0
33,1103.13,1076.35,1087.48,1,3.5,200,3.5,0
34,1103.1,1076.25,1088.51,1,3.5,200,3.5,0
35,1103.09,1076.19,1088.27,1,3.5,200,3.5,0
36,1103.05,1076.19,1087.72,1,3.5,200,3.5,0
37,1103,1076.18,1088.11,1,3.5,200,3.5,0
38,1103,1076.11,1088.63,1,3.5,200,3.5,0
39,1102.95,1076.08,1088.39,1,3.5,200,3.5,0
40,1102.86,1076.06,1088.74,1,3.5,200,3.5,0
41,1102.82,1076.03,1088.77,1,3.5,200,3.5,0
42,1102.86,1076.06,1088.51,1,3.5,200,3.5,0
43,1102.95,1076.08,1088.71,1,3.5,200,3.5,0
44,1103.05,1076.19,1087.48,1,3.5,200,3.5,0
45,1103.09,1076.19,1088.09,1,3.5,200,3.5,0
46,1103.1,1076.25,1088.28,1,3.5,200,3.5,0
47,1103.13,1076.35,1088.29,1,3.5,200,3.5,0
48,1103.05,1076.19,1088.29,1,3.5,200,3.5,0
49,1102.95,1076.08,1087.91,1,3.5,200,3.5,0
50,1102.82,1076.03,1088.09,1,3.5,200,3.5,0
1,1039.28,1012.47,1013.1,1,3.6,50,3.6,0
2,1039.02,1012.52,1012.21,1,3.6,50,3.6,0
3,1039.09,1012.38,1012.98,1,3.6,50,3.6,0
4,1039.33,1012.31,1012.77,1,3.6,50,3.6,0
5,1039.37,1012.26,1013.06,1,3.6,50,3.6,0
6,1039.35,1012.32,1012.15,1,3.6,50,3.6,0
7,1039.17,1012.48,1012.45,1,3.6,50,3.6,0
8,1038.67,1012.35,1012.3,1,3.6,50,3.6,0
9,1038.61,1012.23,1012.33,1,3.6,50,3.6,0
10,1038.45,1012.14,1012.86,1,3.6,50,3.6,0
11,1038.32,1011.99,1012.13,1,3.6,50,3.6,0
12,1038.12,1012.2,1012.46,1,3.6,50,3.6,0
13,1038.15,1012.04,1011.95,1,3.6,50,3.6,0
14,1038.29,1011.94,1012.29,1,3.6,50,3.6,0
15,1038.48,1011.98,1012.05,1,3.6,50,3.6,0
16,1038.57,1011.81,1012.98,1,3.6,50,3.6,0
17,1038.93,1011.72,1012.98,1,3.6,50,3.6,0
18,1038.99,1011.6,1013.36,1,3.6,50,3.6,0
19,1039.13,1011.52,1012.93,1,3.6,50,3.6,0
20,1039.06,1011.49,1013.18,1,3.6,50,3.6,0
21,1038.89,1011.62,1012.25,1,3.6,50,3.6,0
22,1038.74,1011.55,1012.73,1,3.6,50,3.6,0
23,1038.92,1011.54,1012.89,1,3.6,50,3.6,0
24,1039.03,1011.4,1012.54,1,3.6,50,3.6,0
25,1039.02,1011.39,1012.47,1,3.6,50,3.6,0
26,1039.14,1011.44,1013.13,1,3.6,50,3.6,0
27,1039.18,1011.48,1013.38,1,3.6,50,3.6,0
28,1039.21,1011.32,1012.48,1,3.6,50,3.6,0
29,1039.21,1011.45,1012.93,1,3.6,50,3.6,0
30,1039.24,1011.46,1012.67,1,3.6,50,3.6,0
31,1039.1,1011.52,1012.89,1,3.6,50,3.6,0
32,1038.94,1011.53,1012.88,1,3.6,50,3.6,0
33,1038.57,1011.48,1012.3,1,3.6,50,3.6,0
34,1038.51,1011.55,1013.08,1,3.6,50,3.6,0
35,1038.63,1011.66,1012.81,1,3.6,50,3.6,0
36,1038.64,1011.44,1012.84,1,3.6,50,3.6,0
37,1038.79,1011.3,1012.59,1,3.6,50,3.6,0
38,1038.78,1011.31,1013.21,1,3.6,50,3.6,0
39,1038.82,1011.26,1012.58,1,3.6,50,3.6,0
40,1038.83,1011.36,1012.53,1,3.6,50,3.6,0
41,1038.82,1011.28,1012.68,1,3.6,50,3.6,0
42,1038.8,1011.4,1012.95,1,3.6,50,3.6,0
43,1038.57,1011.48,1013.21,1,3.6,50,3.6,0
44,1038.51,1011.55,1012.42,1,3.6,50,3.6,0
45,1038.63,1011.66,1012.21,1,3.6,50,3.6,0
46,1038.64,1011.44,1012.52,1,3.6,50,3.6,0
47,1038.79,1011.3,1013.28,1,3.6,50,3.6,0
48,1038.78,1011.31,1013.01,1,3.6,50,3.6,0
49,1038.61,1011.48,1012.78,1,3.6,50,3.6,0
50,1038.43,1011.4,1012.83,1,3.6,50,3.6,0
1,1056.34,1016.04,1035.01,1,3.6,100,3.6,0
2,1056.3,1016.04,1035.35,1,3.6,100,3.6,0
3,1056.31,1015.84,1035.42,1,3.6,100,3.6,0
4,1056.27,1015.84,1035.58,1,3.6,100,3.6,0
5,1056.25,1015.69,1036.26,1,3.6,100,3.6,0
6,1056.22,1015.59,1035.6,1,3.6,100,3.6,0
7,1056.18,1015.59,1035.46,1,3.6,100,3.6,0
8,1056.17,1015.27,1035.95,1,3.6,100,3.6,0
9,1056.26,1015.04,1035.7,1,3.6,100,3.6,0
10,1056.36,1014.79,1035.57,1,3.6,100,3.6,0
11,1056.41,1014.54,1035.81,1,3.6,100,3.6,0
12,1056.46,1014.48,1035.47,1,3.6,100,3.6,0
13,1056.46,1014.5,1035.9,1,3.6,100,3.6,0
14,1056.5,1014.4,1035.71,1,3.6,100,3.6,0
15,1056.56,1014.3,1036.27,1,3.6,100,3.6,0
16,1056.56,1014.08,1035.8,1,3.6,100,3.6,0
17,1056.58,1014.07,1035.79,1,3.6,100,3.6,0
18,1056.55,1014.19,1035.86,1,3.6,100,3.6,0
19,1056.23,1013.73,1036.37,1,3.6,100,3.6,0
20,1056.19,1013.8,1036.6,1,3.6,100,3.6,0
21,1056.14,1013.88,1036.92,1,3.6,100,3.6,0
22,1056.19,1013.65,1036.45,1,3.6,100,3.6,0
23,1056.25,1013.45,1036.91,1,3.6,100,3.6,0
24,1056.31,1013.38,1036.3,1,3.6,100,3.6,0
25,1056.36,1013.37,1036.44,1,3.6,100,3.6,0
26,1056.32,1013.35,1036.6,1,3.6,100,3.6,0
27,1056.39,1013.4,1036.66,1,3.6,100,3.6,0
28,1056.35,1013.42,1036.34,1,3.6,100,3.6,0
29,1056.37,1013.46,1036.69,1,3.6,100,3.6,0
30,1056.38,1013.48,1036.85,1,3.6,100,3.6,0
31,1056.27,1013.41,1036.54,1,3.6,100,3.6,0
32,1056.25,1013.3,1036.21,1,3.6,100,3.6,0
33,1056.13,1013.43,1036.68,1,3.6,100,3.6,0
34,1056.07,1013.54,1036.93,1,3.6,100,3.6,0
35,1056.19,1013.49,1036.43,1,3.6,100,3.6,0
36,1056.28,1013.38,1036.51,1,3.6,100,3.6,0
37,1056.32,1013.35,1037.2,1,3.6,100,3.6,0
38,1056.36,1013.32,1036.94,1,3.6,100,3.6,0
39,1056.76,1014.82,1036.13,1,3.6,100,3.6,0
40,1056.56,1014.08,1036.1,1,3.6,100,3.6,0
41,1056.58,1014.07,1036.19,1,3.6,100,3.6,0
42,1056.55,1014.19,1035.79,1,3.6,100,3.6,0
43,1056.23,1013.73,1036.6,1,3.6,100,3.6,0
44,1056.19,1013.8,1036.58,1,3.6,100,3.6,0
45,1056.14,1013.88,1036.28,1,3.6,100,3.6,0
46,1056.19,1013.65,1036.59,1,3.6,100,3.6,0
47,1056.25,1013.45,1036.93,1,3.6,100,3.6,0
48,1056.31,1013.38,1037.19,1,3.6,100,3.6,0
49,1056.36,1013.37,1036.38,1,3.6,100,3.6,0
50,1056.32,1013.35,1036.26,1,3.6,100,3.6,0
1,1086.19,1024.24,1057.4,1,3.6,200,3.6,0
2,1086.12,1024.28,1058.47,1,3.6,200,3.6,0
3,1086.28,1023.38,1057.65,1,3.6,200,3.6,0
4,1086.22,1023.36,1058.35,1,3.6,200,3.6,0
5,1085.98,1023.67,1058.27,1,3.6,200,3.6,0
6,1085.89,1023.54,1057.57,1,3.6,200,3.6,0
7,1085.9,1023.52,1058.5,1,3.6,200,3.6,0
8,1085.82,1023.19,1058.51,1,3.6,200,3.6,0
9,1085.91,1023.29,1058.76,1,3.6,200,3.6,0
10,1085.67,1023.33,1058.93,1,3.6,200,3.6,0
11,1085.68,1023.05,1057.99,1,3.6,200,3.6,0
12,1085.53,1022.82,1058.07,1,3.6,200,3.6,0
13,1085.51,1022.71,1058.54,1,3.6,200,3.6,0
14,1085.32,1022.57,1058.4,1,3.6,200,3.6,0
15,1085.27,1022.42,1058.51,1,3.6,200,3.6,0
16,1085.28,1022.38,1058.79,1,3.6,200,3.6,0
17,1085.06,1022.24,1058.34,1,3.6,200,3.6,0
18,1085,1022.17,1058.95,1,3.6,200,3.6,0
19,1085.02,1022.1,1058.94,1,3.6,200,3.6,0
20,1084.94,1022.12,1058.07,1,3.6,200,3.6,0
21,1084.91,1022.06,1058.38,1,3.6,200,3.6,0
22,1084.87,1022.11,1059.1,1,3.6,200,3.6,0
23,1084.34,1021.8,1058.93,1,3.6,200,3.6,0
24,1084.13,1021.98,1058.22,1,3.6,200,3.6,0
25,1084.23,1021.95,1058.7,1,3.6,200,3.6,0
26,1084.21,1021.82,1058.2,1,3.6,200,3.6,0
27,1084.16,1021.89,1058.63,1,3.6,200,3.6,0
28,1084.18,1021.99,1058.62,1,3.6,200,3.6,0
29,1084.13,1021.95,1059,1,3.6,200,3.6,0
30,1084.13,1021.86,1058.49,1,3.6,200,3.6,0
31,1084.09,1021.78,1058.94,1,3.6,200,3.6,0
32,1084.12,1021.64,1059.04,1,3.6,200,3.6,0
33,1084.03,1021.72,1059.07,1,3.6,200,3.6,0
34,1084,1021.69,1058.28,1,3.6,200,3.6,0
35,1084.01,1021.79,1058.76,1,3.6,200,3.6,0
36,1083.97,1021.61,1059.43,1,3.6,200,3.6,0
37,1083.93,1021.53,1058.79,1,3.6,200,3.6,0
38,1083.92,1021.44,1058.99,1,3.6,200,3.6,0
39,1083.9,1021.32,1059.32,1,3.6,200,3.6,0
40,1083.92,1021.16,1058.83,1,3.6,200,3.6,0
41,1083.9,1021.09,1058.6,1,3.6,200,3.6,0
42,1083.79,1021.11,1059.08,1,3.6,200,3.6,0
43,1083.76,1020.99,1059,1,3.6,200,3.6,0
44,1083.77,1020.94,1058.17,1,3.6,200,3.6,0
45,1083.97,1021.61,1058.77,1,3.6,200,3.6,0
46,1083.93,1021.53,1058.46,1,3.6,200,3.6,0
47,1083.92,1021.16,1058.32,1,3.6,200,3.6,0
48,1084.01,1021.09,1058.34,1,3.6,200,3.6,0
49,1083.97,1021.61,1058.33,1,3.6,200,3.6,0
50,1083.92,1021.44,1058.34,1,3.6,200,3.6,0
1,1015.23,1012.73,1036.66,1,4.1,50,4.1,0
2,1015.39,1012.75,1035.75,1,4.1,50,4.1,0
3,1015.48,1012.73,1035.83,1,4.1,50,4.1,0
4,1015.59,1012.77,1036.53,1,4.1,50,4.1,0
5,1015.51,1012.73,1036.15,1,4.1,50,4.1,0
6,1015.5,1012.75,1036.21,1,4.1,50,4.1,0
7,1015.55,1012.71,1035.95,1,4.1,50,4.1,0
8,1015.57,1012.69,1035.9,1,4.1,50,4.1,0
9,1015.52,1012.7,1036.13,1,4.1,50,4.1,0
10,1015.45,1012.71,1036.59,1,4.1,50,4.1,0
11,1015.41,1012.67,1036.71,1,4.1,50,4.1,0
12,1015.41,1012.65,1036.03,1,4.1,50,4.1,0
13,1015.45,1012.64,1036.91,1,4.1,50,4.1,0
14,1015.61,1012.61,1036.41,1,4.1,50,4.1,0
15,1015.71,1012.59,1036.32,1,4.1,50,4.1,0
16,1015.7,1012.6,1036.66,1,4.1,50,4.1,0
17,1015.91,1012.62,1036.02,1,4.1,50,4.1,0
