LOW,S1,S2,S3,SIZE,STD_POINT,FORCE,AREA_AVG,SIDE
1,1017.52,1010.14,1026.65,1,1.1,50,1.1,0
2,1017.5,1010.14,1025.86,1,1.1,50,1.1,0
3,1017.57,1010.15,1026.2,1,1.1,50,1.1,0
4,1017.61,1010.13,1026.58,1,1.1,50,1.1,0
5,1017.64,1010.11,1026.43,1,1.1,50,1.1,0
6,1017.65,1010.13,1025.68,1,1.1,50,1.1,0
7,1017.71,1010.11,1025.66,1,1.1,50,1.1,0
8,1017.72,1010.11,1026.39,1,1.1,50,1.1,0
9,1017.74,1010.14,1025.61,1,1.1,50,1.1,0
10,1017.78,1010.16,1025.64,1,1.1,50,1.1,0
11,1017.78,1010.11,1026.01,1,1.1,50,1.1,0
12,1017.79,1010.11,1025.19,1,1.1,50,1.1,0
13,1017.81,1010.13,1025.93,1,1.1,50,1.1,0
14,1017.8,1010.13,1024.99,1,1.1,50,1.1,0
15,1017.86,1010.12,1024.71,1,1.1,50,1.1,0
16,1017.88,1010.11,1025.41,1,1.1,50,1.1,0
17,1017.92,1010.12,1025.26,1,1.1,50,1.1,0
18,1017.98,1010.11,1024.72,1,1.1,50,1.1,0
19,1017.96,1010.14,1024.68,1,1.1,50,1.1,0
20,1017.99,1010.12,1024.38,1,1.1,50,1.1,0
21,1018,1010.16,1024.82,1,1.1,50,1.1,0
22,1018.02,1010.12,1024.82,1,1.1,50,1.1,0
23,1018.05,1010.12,1026.81,1,1.1,50,1.1,0
24,1018.07,1010.15,1026.01,1,1.1,50,1.1,0
25,1018.06,1010.13,1026.11,1,1.1,50,1.1,0
26,1017.52,1010.14,1025.93,1,1.1,50,1.1,0
27,1017.5,1010.14,1026.44,1,1.1,50,1.1,0
28,1017.57,1010.15,1025.73,1,1.1,50,1.1,0
29,1017.61,1010.13,1025.42,1,1.1,50,1.1,0
30,1017.64,1010.11,1026,1,1.1,50,1.1,0
31,1017.65,1010.13,1026.23,1,1.1,50,1.1,0
32,1017.71,1010.11,1025.75,1,1.1,50,1.1,0
33,1017.72,1010.11,1025.57,1,1.1,50,1.1,0
34,1017.74,1010.14,1025.04,1,1.1,50,1.1,0
35,1017.78,1010.16,1025.42,1,1.1,50,1.1,0
36,1017.78,1010.11,1024.77,1,1.1,50,1.1,0
37,1017.79,1010.11,1024.89,1,1.1,50,1.1,0
38,1017.81,1010.13,1025.19,1,1.1,50,1.1,0
39,1017.8,1010.13,1024.49,1,1.1,50,1.1,0
40,1017.86,1010.12,1024.42,1,1.1,50,1.1,0
41,1017.88,1010.11,1024.9,1,1.1,50,1.1,0
42,1017.92,1010.12,1025.32,1,1.1,50,1.1,0
43,1017.98,1010.11,1024.92,1,1.1,50,1.1,0
44,1017.79,1010.11,1025.2,1,1.1,50,1.1,0
45,1017.81,1010.13,1024.54,1,1.1,50,1.1,0
46,1017.8,1010.13,1025.27,1,1.1,50,1.1,0
47,1017.86,1010.12,1025.23,1,1.1,50,1.1,0
48,1017.88,1010.11,1024.86,1,1.1,50,1.1,0
49,1017.92,1010.12,1024.31,1,1.1,50,1.1,0
50,1017.98,1010.11,1024.72,1,1.1,50,1.1,0
1,1028.35,1010.02,1053.85,1,1.1,100,1.1,0
2,1028.36,1010,1054.22,1,1.1,100,1.1,0
3,1028.43,1010,1054.05,1,1.1,100,1.1,0
4,1028.45,1010.03,1053.29,1,1.1,100,1.1,0
5,1028.4,1010,1053.6,1,1.1,100,1.1,0
6,1028.56,1010.03,1053.4,1,1.1,100,1.1,0
7,1028.71,1010.02,1053.45,1,1.1,100,1.1,0
8,1028.76,1010,1053.41,1,1.1,100,1.1,0
9,1028.82,1010.04,1053.59,1,1.1,100,1.1,0
10,1028.91,1010.02,1053.82,1,1.1,100,1.1,0
11,1028.87,1010.01,1053.05,1,1.1,100,1.1,0
12,1028.97,1010.03,1053.73,1,1.1,100,1.1,0
13,1029.08,1010.03,1053.67,1,1.1,100,1.1,0
14,1029.08,1010.01,1052.99,1,1.1,100,1.1,0
15,1029.01,1010.03,1053.47,1,1.1,100,1.1,0
16,1028.97,1010.02,1052.95,1,1.1,100,1.1,0
17,1028.86,1010.05,1053.24,1,1.1,100,1.1,0
18,1028.95,1010.01,1052.42,1,1.1,100,1.1,0
19,1029.07,1010.03,1053.03,1,1.1,100,1.1,0
20,1029.08,1010.04,1052.42,1,1.1,100,1.1,0
21,1029.04,1010.03,1052.89,1,1.1,100,1.1,0
22,1029.05,1010.04,1052.01,1,1.1,100,1.1,0
23,1029.07,1010.01,1052.35,1,1.1,100,1.1,0
24,1029.16,1010.01,1052.05,1,1.1,100,1.1,0
25,1029.13,1010.02,1052.15,1,1.1,100,1.1,0
26,1029.04,1010.02,1051.95,1,1.1,100,1.1,0
27,1029.02,1010.02,1052.19,1,1.1,100,1.1,0
28,1029.03,1010.03,1051.74,1,1.1,100,1.1,0
29,1029.07,1010.03,1052.4,1,1.1,100,1.1,0
30,1029.02,1010.01,1052.82,1,1.1,100,1.1,0
31,1029.04,1010.04,1052.78,1,1.1,100,1.1,0
32,1028.97,1010.03,1052.3,1,1.1,100,1.1,0
33,1029.03,1010.03,1051.65,1,1.1,100,1.1,0
34,1029.21,1010.03,1052.02,1,1.1,100,1.1,0
35,1029.34,1010.03,1052.85,1,1.1,100,1.1,0
36,1029.3,1010.04,1053.06,1,1.1,100,1.1,0
37,1029.27,1010.01,1052.73,1,1.1,100,1.1,0
38,1029.26,1010.01,1052.53,1,1.1,100,1.1,0
39,1029.27,1010.03,1052.27,1,1.1,100,1.1,0
40,1029.24,1010.05,1052.65,1,1.1,100,1.1,0
41,1029.17,1010.03,1052.74,1,1.1,100,1.1,0
42,1029.17,1010.04,1051.85,1,1.1,100,1.1,0
43,1029.11,1010.04,1052.51,1,1.1,100,1.1,0
44,1029.16,1010.03,1051.52,1,1.1,100,1.1,0
45,1029.37,1010.02,1052.03,1,1.1,100,1.1,0
46,1029.48,1010.01,1051,1,1.1,100,1.1,0
47,1029.26,1010.01,1051.8,1,1.1,100,1.1,0
48,1029.27,1010.03,1052.2,1,1.1,100,1.1,0
49,1029.24,1010.05,1052.55,1,1.1,100,1.1,0
50,1029.48,1010.01,1051.23,1,1.1,100,1.1,0
1,1045.37,1011.5,1072.35,1,1.1,200,1.1,0
2,1045.42,1011.43,1071.95,1,1.1,200,1.1,0
3,1045.5,1011.45,1072.3,1,1.1,200,1.1,0
4,1045.67,1011.43,1072.44,1,1.1,200,1.1,0
5,1045.74,1011.42,1072.25,1,1.1,200,1.1,0
6,1045.73,1011.45,1071.54,1,1.1,200,1.1,0
7,1045.79,1011.5,1071.54,1,1.1,200,1.1,0
8,1045.8,1011.46,1072.29,1,1.1,200,1.1,0
9,1045.86,1011.42,1071.7,1,1.1,200,1.1,0
10,1045.91,1011.43,1071.79,1,1.1,200,1.1,0
11,1045.92,1011.45,1071.74,1,1.1,200,1.1,0
12,1045.9,1011.4,1071.99,1,1.1,200,1.1,0
13,1045.91,1011.44,1071.8,1,1.1,200,1.1,0
14,1045.98,1011.47,1072.07,1,1.1,200,1.1,0
15,1045.97,1011.45,1071.03,1,1.1,200,1.1,0
16,1046.04,1011.47,1070.99,1,1.1,200,1.1,0
17,1045.23,1011.5,1072.91,1,1.1,200,1.1,0
18,1045.37,1011.5,1072.11,1,1.1,200,1.1,0
19,1045.42,1011.43,1072.5,1,1.1,200,1.1,0
20,1045.5,1011.45,1072.52,1,1.1,200,1.1,0
21,1045.67,1011.43,1071.36,1,1.1,200,1.1,0
22,1045.74,1011.42,1071.82,1,1.1,200,1.1,0
23,1045.73,1011.45,1072.06,1,1.1,200,1.1,0
24,1045.79,1011.5,1072,1,1.1,200,1.1,0
25,1045.8,1011.46,1071.62,1,1.1,200,1.1,0
26,1045.86,1011.42,1072.08,1,1.1,200,1.1,0
27,1045.91,1011.43,1071.39,1,1.1,200,1.1,0
28,1045.92,1011.45,1071.41,1,1.1,200,1.1,0
29,1045.9,1011.4,1071.72,1,1.1,200,1.1,0
30,1045.91,1011.44,1072.24,1,1.1,200,1.1,0
31,1045.98,1011.47,1072.14,1,1.1,200,1.1,0
32,1045.97,1011.45,1071.41,1,1.1,200,1.1,0
33,1045.91,1011.44,1072.02,1,1.1,200,1.1,0
34,1045.98,1011.47,1071.24,1,1.1,200,1.1,0
35,1045.97,1011.45,1071.31,1,1.1,200,1.1,0
36,1046.04,1011.47,1071.3,1,1.1,200,1.1,0
37,1045.23,1011.5,1072.06,1,1.1,200,1.1,0
38,1045.37,1011.5,1071.97,1,1.1,200,1.1,0
39,1045.42,1011.43,1071.87,1,1.1,200,1.1,0
40,1045.5,1011.45,1071.73,1,1.1,200,1.1,0
41,1045.67,1011.43,1071.93,1,1.1,200,1.1,0
42,1045.74,1011.42,1071.75,1,1.1,200,1.1,0
43,1045.73,1011.45,1071.45,1,1.1,200,1.1,0
44,1045.79,1011.5,1071.28,1,1.1,200,1.1,0
45,1045.8,1011.46,1071.3,1,1.1,200,1.1,0
46,1045.86,1011.42,1071.25,1,1.1,200,1.1,0
47,1045.91,1011.43,1071.63,1,1.1,200,1.1,0
48,1045.92,1011.45,1072.08,1,1.1,200,1.1,0
49,1045.9,1011.4,1071.8,1,1.1,200,1.1,0
50,1045.97,1011.45,1071.99,1,1.1,200,1.1,0
1,1014.07,1010.9,1031.34,1,1.2,50,1.2,0
2,1013.55,1010.93,1029.81,1,1.2,50,1.2,0
3,1013.66,1010.97,1029.76,1,1.2,50,1.2,0
4,1013.93,1010.99,1030.13,1,1.2,50,1.2,0
5,1013.74,1011.19,1030.23,1,1.2,50,1.2,0
6,1013.46,1011.08,1030.53,1,1.2,50,1.2,0
7,1013.49,1011.11,1029.81,1,1.2,50,1.2,0
8,1013.45,1011.09,1030.26,1,1.2,50,1.2,0
9,1013.75,1011.07,1030.12,1,1.2,50,1.2,0
10,1013.58,1011.1,1030.28,1,1.2,50,1.2,0
11,1013.5,1011.14,1029.67,1,1.2,50,1.2,0
12,1013.43,1011.19,1030.29,1,1.2,50,1.2,0
13,1013.45,1011.14,1029.72,1,1.2,50,1.2,0
14,1013.65,1011.13,1029.37,1,1.2,50,1.2,0
15,1013.93,1011.04,1029.1,1,1.2,50,1.2,0
16,1013.95,1011.07,1029.44,1,1.2,50,1.2,0
17,1014.02,1011.04,1029.41,1,1.2,50,1.2,0
18,1013.94,1011.08,1030.05,1,1.2,50,1.2,0
19,1014.07,1010.99,1029.23,1,1.2,50,1.2,0
20,1014.11,1011.04,1029.74,1,1.2,50,1.2,0
21,1014.15,1011.03,1029.42,1,1.2,50,1.2,0
22,1013.94,1011.07,1029.8,1,1.2,50,1.2,0
23,1013.95,1011.02,1029.23,1,1.2,50,1.2,0
24,1014,1011.02,1028.33,1,1.2,50,1.2,0
25,1013.53,1011,1030.46,1,1.2,50,1.2,0
26,1013.47,1011.03,1030.06,1,1.2,50,1.2,0
27,1013.45,1011.01,1029.63,1,1.2,50,1.2,0
28,1013.37,1011.02,1029.84,1,1.2,50,1.2,0
29,1013.49,1011.07,1030,1,1.2,50,1.2,0
30,1013.4,1011.14,1029.98,1,1.2,50,1.2,0
31,1013.5,1011.15,1029.91,1,1.2,50,1.2,0
32,1013.32,1011.15,1029.95,1,1.2,50,1.2,0
33,1013.45,1011.12,1030.31,1,1.2,50,1.2,0
34,1013.62,1011.1,1030.34,1,1.2,50,1.2,0
35,1013.49,1011.16,1030.05,1,1.2,50,1.2,0
36,1013.59,1011.15,1030.68,1,1.2,50,1.2,0
37,1013.62,1011.13,1030.16,1,1.2,50,1.2,0
38,1013.58,1011.07,1029.52,1,1.2,50,1.2,0
39,1013.38,1011.08,1029.93,1,1.2,50,1.2,0
40,1013.35,1011.08,1030.67,1,1.2,50,1.2,0
41,1012.99,1011.12,1030.5,1,1.2,50,1.2,0
42,1012.86,1011.13,1030.8,1,1.2,50,1.2,0
43,1012.96,1011.09,1030.21,1,1.2,50,1.2,0
44,1012.7,1011.04,1030.59,1,1.2,50,1.2,0
45,1013.49,1011,1029.53,1,1.2,50,1.2,0
46,1013.48,1010.94,1030.32,1,1.2,50,1.2,0
47,1013.35,1011.08,1029.83,1,1.2,50,1.2,0
48,1012.99,1011.12,1030.18,1,1.2,50,1.2,0
49,1012.86,1011.13,1031.09,1,1.2,50,1.2,0
50,1013.36,1010.91,1030.25,1,1.2,50,1.2,0
1,1032.96,1011.04,1054.21,1,1.2,100,1.2,0
2,1033,1011.06,1053.06,1,1.2,100,1.2,0
3,1032.96,1011.02,1053.23,1,1.2,100,1.2,0
4,1032.96,1010.98,1053.94,1,1.2,100,1.2,0
5,1032.94,1010.99,1054.26,1,1.2,100,1.2,0
6,1032.94,1010.95,1054.09,1,1.2,100,1.2,0
7,1032.9,1010.97,1053.99,1,1.2,100,1.2,0
8,1032.92,1010.95,1053.19,1,1.2,100,1.2,0
9,1032.93,1010.91,1053.83,1,1.2,100,1.2,0
10,1032.89,1010.89,1054.37,1,1.2,100,1.2,0
11,1032.9,1010.88,1053.85,1,1.2,100,1.2,0
12,1032.9,1010.9,1053.2,1,1.2,100,1.2,0
13,1032.95,1010.87,1053.32,1,1.2,100,1.2,0
14,1032.97,1010.87,1053.96,1,1.2,100,1.2,0
15,1033.02,1010.9,1053.63,1,1.2,100,1.2,0
16,1032.97,1010.88,1053.7,1,1.2,100,1.2,0
17,1033.02,1010.86,1053.09,1,1.2,100,1.2,0
18,1033,1010.86,1053.9,1,1.2,100,1.2,0
19,1032.98,1010.88,1053.17,1,1.2,100,1.2,0
20,1032.94,1010.88,1053.85,1,1.2,100,1.2,0
21,1033.04,1010.93,1053.9,1,1.2,100,1.2,0
22,1032.97,1010.88,1053.67,1,1.2,100,1.2,0
23,1032.88,1010.9,1054.18,1,1.2,100,1.2,0
24,1032.81,1010.86,1053.43,1,1.2,100,1.2,0
25,1032.77,1010.92,1053.31,1,1.2,100,1.2,0
26,1032.77,1010.92,1053.23,1,1.2,100,1.2,0
27,1032.79,1010.9,1053.96,1,1.2,100,1.2,0
28,1032.78,1010.91,1053.03,1,1.2,100,1.2,0
29,1032.9,1010.96,1053.15,1,1.2,100,1.2,0
30,1032.88,1010.95,1052.33,1,1.2,100,1.2,0
31,1032.92,1010.92,1052.73,1,1.2,100,1.2,0
32,1032.85,1010.94,1052.96,1,1.2,100,1.2,0
33,1032.8,1010.95,1052.55,1,1.2,100,1.2,0
34,1032.81,1010.88,1052.64,1,1.2,100,1.2,0
35,1032.76,1010.92,1053.3,1,1.2,100,1.2,0
36,1032.76,1010.92,1053,1,1.2,100,1.2,0
37,1032.74,1010.92,1053.2,1,1.2,100,1.2,0
38,1032.79,1010.89,1052.24,1,1.2,100,1.2,0
39,1032.75,1010.9,1052.65,1,1.2,100,1.2,0
40,1032.77,1010.92,1054.25,1,1.2,100,1.2,0
41,1032.79,1010.9,1053.5,1,1.2,100,1.2,0
42,1032.78,1010.91,1053.28,1,1.2,100,1.2,0
43,1032.9,1010.96,1052.23,1,1.2,100,1.2,0
44,1032.88,1010.95,1052.38,1,1.2,100,1.2,0
45,1032.92,1010.92,1052.87,1,1.2,100,1.2,0
46,1032.85,1010.94,1053,1,1.2,100,1.2,0
47,1032.8,1010.95,1052.57,1,1.2,100,1.2,0
48,1032.81,1010.88,1052.52,1,1.2,100,1.2,0
49,1032.76,1010.92,1052.84,1,1.2,100,1.2,0
50,1032.78,1010.92,1052.45,1,1.2,100,1.2,0
1,1055.37,1024.54,1082,1,1.2,200,1.2,0
2,1055.4,1024.26,1081.74,1,1.2,200,1.2,0
3,1055.43,1024.23,1082.05,1,1.2,200,1.2,0
4,1055.51,1024.22,1081.72,1,1.2,200,1.2,0
5,1055.63,1024.27,1081.53,1,1.2,200,1.2,0
6,1055.72,1024.14,1081.95,1,1.2,200,1.2,0
7,1055.81,1024.02,1081.91,1,1.2,200,1.2,0
8,1055.94,1023.97,1081.96,1,1.2,200,1.2,0
9,1055.93,1023.89,1081.16,1,1.2,200,1.2,0
10,1055.96,1023.75,1081.92,1,1.2,200,1.2,0
11,1056.08,1023.77,1081.62,1,1.2,200,1.2,0
12,1056.18,1023.76,1081.14,1,1.2,200,1.2,0
13,1056.87,1023.7,1081.03,1,1.2,200,1.2,0
14,1057.04,1023.86,1080.48,1,1.2,200,1.2,0
15,1057.15,1023.97,1080.46,1,1.2,200,1.2,0
16,1057.2,1023.82,1079.92,1,1.2,200,1.2,0
17,1057.12,1023.58,1080.86,1,1.2,200,1.2,0
18,1057.18,1023.62,1080.24,1,1.2,200,1.2,0
19,1057.22,1023.56,1080.23,1,1.2,200,1.2,0
20,1057.17,1023.54,1080.33,1,1.2,200,1.2,0
21,1057.19,1023.61,1079.96,1,1.2,200,1.2,0
22,1057.27,1023.74,1080.11,1,1.2,200,1.2,0
23,1057.23,1023.7,1080.17,1,1.2,200,1.2,0
24,1057.33,1023.79,1079.78,1,1.2,200,1.2,0
25,1057.36,1023.88,1079.99,1,1.2,200,1.2,0
26,1057.29,1023.97,1080.24,1,1.2,200,1.2,0
27,1057.41,1023.93,1079.64,1,1.2,200,1.2,0
28,1057.36,1023.7,1079.67,1,1.2,200,1.2,0
29,1057.3,1023.81,1080.5,1,1.2,200,1.2,0
30,1057.32,1023.69,1080.47,1,1.2,200,1.2,0
31,1057.35,1023.68,1080.36,1,1.2,200,1.2,0
32,1057.27,1023.72,1080.68,1,1.2,200,1.2,0
33,1057.26,1023.61,1080.51,1,1.2,200,1.2,0
34,1057.24,1023.73,1079.95,1,1.2,200,1.2,0
35,1057.29,1023.69,1080.77,1,1.2,200,1.2,0
36,1057.36,1023.83,1080.35,1,1.2,200,1.2,0
37,1057.3,1023.98,1079.85,1,1.2,200,1.2,0
38,1057.37,1023.97,1080.16,1,1.2,200,1.2,0
39,1057.29,1023.97,1079.33,1,1.2,200,1.2,0
40,1057.41,1023.93,1080.41,1,1.2,200,1.2,0
41,1057.36,1023.7,1079.62,1,1.2,200,1.2,0
42,1057.3,1023.81,1080.14,1,1.2,200,1.2,0
43,1057.32,1023.69,1080.39,1,1.2,200,1.2,0
44,1057.35,1023.68,1080.51,1,1.2,200,1.2,0
45,1057.27,1023.72,1080.15,1,1.2,200,1.2,0
46,1057.26,1023.61,1080.32,1,1.2,200,1.2,0
47,1057.24,1023.73,1080.33,1,1.2,200,1.2,0
48,1057.33,1023.79,1080.53,1,1.2,200,1.2,0
49,1057.36,1023.88,1080.67,1,1.2,200,1.2,0
50,1057.37,1023.97,1080.64,1,1.2,200,1.2,0
1,1022.61,1010.65,1039.19,1,1.3,50,1.3,0
2,1022.57,1010.67,1039.46,1,1.3,50,1.3,0
3,1022.71,1010.7,1039.15,1,1.3,50,1.3,0
4,1022.72,1010.69,1039.01,1,1.3,50,1.3,0
5,1022.77,1010.64,1038.59,1,1.3,50,1.3,0
6,1022.81,1010.65,1038.45,1,1.3,50,1.3,0
7,1022.71,1010.64,1039.31,1,1.3,50,1.3,0
8,1022.55,1010.64,1039.38,1,1.3,50,1.3,0
9,1022.65,1010.62,1038.81,1,1.3,50,1.3,0
10,1022.64,1010.64,1038.61,1,1.3,50,1.3,0
11,1022.74,1010.66,1038.25,1,1.3,50,1.3,0
12,1022.71,1010.64,1039.32,1,1.3,50,1.3,0
13,1022.84,1010.71,1038.71,1,1.3,50,1.3,0
14,1022.86,1010.68,1038.49,1,1.3,50,1.3,0
15,1022.87,1010.71,1038.62,1,1.3,50,1.3,0
16,1022.99,1010.65,1039.07,1,1.3,50,1.3,0
17,1023.04,1010.65,1038.17,1,1.3,50,1.3,0
18,1023.05,1010.62,1038.52,1,1.3,50,1.3,0
19,1023.1,1010.64,1037.9,1,1.3,50,1.3,0
20,1023.19,1010.64,1037.86,1,1.3,50,1.3,0
21,1023.26,1010.65,1038.24,1,1.3,50,1.3,0
22,1023.29,1010.6,1038.11,1,1.3,50,1.3,0
23,1023.43,1010.64,1037.7,1,1.3,50,1.3,0
24,1024.84,1010.63,1036.24,1,1.3,50,1.3,0
25,1024.67,1010.61,1037.15,1,1.3,50,1.3,0
26,1024.94,1010.55,1037.05,1,1.3,50,1.3,0
27,1024.95,1010.54,1036.49,1,1.3,50,1.3,0
28,1024.98,1010.55,1037.04,1,1.3,50,1.3,0
29,1025.01,1010.57,1036.23,1,1.3,50,1.3,0
30,1024.99,1010.59,1036.04,1,1.3,50,1.3,0
31,1025.04,1010.58,1036.59,1,1.3,50,1.3,0
32,1025.01,1010.57,1036.16,1,1.3,50,1.3,0
33,1024.97,1010.56,1036.77,1,1.3,50,1.3,0
34,1024.95,1010.62,1036.43,1,1.3,50,1.3,0
35,1024.92,1010.61,1036.27,1,1.3,50,1.3,0
36,1024.84,1010.59,1036.85,1,1.3,50,1.3,0
37,1024.96,1010.57,1036.64,1,1.3,50,1.3,0
38,1024.93,1010.56,1036.4,1,1.3,50,1.3,0
39,1024.99,1010.55,1036.7,1,1.3,50,1.3,0
40,1025.01,1010.55,1035.82,1,1.3,50,1.3,0
41,1024.98,1010.55,1035.98,1,1.3,50,1.3,0
42,1024.97,1010.56,1035.64,1,1.3,50,1.3,0
43,1024.96,1010.6,1035.6,1,1.3,50,1.3,0
44,1025.01,1010.55,1036.76,1,1.3,50,1.3,0
45,1024.97,1010.56,1036.34,1,1.3,50,1.3,0
46,1024.95,1010.62,1036.2,1,1.3,50,1.3,0
47,1024.92,1010.61,1036.67,1,1.3,50,1.3,0
48,1024.84,1010.59,1037.02,1,1.3,50,1.3,0
49,1024.98,1010.55,1036.55,1,1.3,50,1.3,0
50,1024.98,1010.59,1036.03,1,1.3,50,1.3,0
1,1039.23,1016.04,1050.74,1,1.3,100,1.3,0
2,1038.95,1016.05,1050.11,1,1.3,100,1.3,0
3,1038.58,1016.12,1050.73,1,1.3,100,1.3,0
4,1038.24,1016.03,1051.42,1,1.3,100,1.3,0
5,1037.91,1016.24,1052.09,1,1.3,100,1.3,0
6,1037.49,1016.21,1051.58,1,1.3,100,1.3,0
7,1036.93,1016.21,1052.1,1,1.3,100,1.3,0
8,1036.48,1016.2,1053.37,1,1.3,100,1.3,0
9,1036.44,1016.22,1053.46,1,1.3,100,1.3,0
10,1036.68,1016.13,1052.99,1,1.3,100,1.3,0
11,1037.18,1016.17,1053.85,1,1.3,100,1.3,0
12,1037.64,1019.91,1053.71,1,1.3,100,1.3,0
13,1038.62,1020.72,1052.65,1,1.3,100,1.3,0
14,1038.56,1021.01,1052.39,1,1.3,100,1.3,0
15,1038.39,1021.14,1053.34,1,1.3,100,1.3,0
16,1038.43,1021.27,1053.21,1,1.3,100,1.3,0
17,1038.34,1021.32,1052.72,1,1.3,100,1.3,0
18,1038.41,1019.93,1053.36,1,1.3,100,1.3,0
19,1038.23,1019.82,1052.77,1,1.3,100,1.3,0
20,1038.22,1019.79,1053.24,1,1.3,100,1.3,0
21,1038.24,1019.77,1052.77,1,1.3,100,1.3,0
22,1038.33,1019.64,1053.44,1,1.3,100,1.3,0
23,1038.31,1019.67,1053.73,1,1.3,100,1.3,0
24,1038.3,1019.72,1053.31,1,1.3,100,1.3,0
25,1038.25,1019.64,1053.55,1,1.3,100,1.3,0
26,1038.13,1019.73,1053.89,1,1.3,100,1.3,0
27,1038.02,1019.63,1053.65,1,1.3,100,1.3,0
28,1038.82,1019.61,1052.61,1,1.3,100,1.3,0
29,1038.86,1019.62,1052.58,1,1.3,100,1.3,0
30,1038.73,1019.56,1052.97,1,1.3,100,1.3,0
31,1038.6,1019.57,1053.07,1,1.3,100,1.3,0
32,1038.75,1019.28,1052.84,1,1.3,100,1.3,0
33,1038.41,1019.22,1053.54,1,1.3,100,1.3,0
34,1038.29,1019.25,1053.71,1,1.3,100,1.3,0
35,1038.11,1019.2,1053.67,1,1.3,100,1.3,0
36,1038.11,1019.22,1053.82,1,1.3,100,1.3,0
37,1038.17,1019.24,1053.52,1,1.3,100,1.3,0
38,1037.99,1019.17,1053.89,1,1.3,100,1.3,0
39,1037.66,1019.12,1054.1,1,1.3,100,1.3,0
40,1037.18,1016.17,1054.69,1,1.3,100,1.3,0
41,1037.64,1019.91,1053.47,1,1.3,100,1.3,0
42,1038.22,1019.79,1053.2,1,1.3,100,1.3,0
43,1038.24,1019.77,1052.78,1,1.3,100,1.3,0
44,1038.33,1019.64,1053.4,1,1.3,100,1.3,0
45,1038.31,1019.67,1053.48,1,1.3,100,1.3,0
46,1038.02,1019.63,1053.26,1,1.3,100,1.3,0
47,1037.91,1016.24,1051.17,1,1.3,100,1.3,0
48,1037.49,1016.21,1051.87,1,1.3,100,1.3,0
49,1036.93,1016.21,1052.23,1,1.3,100,1.3,0
50,1037.46,1018.96,1053.58,1,1.3,100,1.3,0
1,1066.88,1027.94,1077.51,1,1.3,200,1.3,0
2,1066.9,1027.92,1077.02,1,1.3,200,1.3,0
3,1066.67,1027.88,1078.26,1,1.3,200,1.3,0
4,1066.61,1027.93,1077.73,1,1.3,200,1.3,0
5,1066.49,1027.89,1078.47,1,1.3,200,1.3,0
6,1066.47,1027.87,1078.46,1,1.3,200,1.3,0
7,1066.41,1027.93,1077.83,1,1.3,200,1.3,0
8,1066.34,1027.92,1077.77,1,1.3,200,1.3,0
9,1066.27,1027.94,1078.69,1,1.3,200,1.3,0
10,1066.28,1027.9,1078.1,1,1.3,200,1.3,0
11,1066.19,1027.85,1078.22,1,1.3,200,1.3,0
12,1066.13,1027.81,1078.38,1,1.3,200,1.3,0
13,1066.17,1027.75,1078.44,1,1.3,200,1.3,0
14,1066.07,1027.7,1078.62,1,1.3,200,1.3,0
15,1066.04,1027.69,1078.55,1,1.3,200,1.3,0
16,1066.03,1027.65,1078.7,1,1.3,200,1.3,0
17,1066.01,1027.72,1078.44,1,1.3,200,1.3,0
18,1066.06,1027.74,1078.08,1,1.3,200,1.3,0
19,1065.92,1027.75,1078.8,1,1.3,200,1.3,0
20,1065.88,1027.81,1078.51,1,1.3,200,1.3,0
21,1065.84,1027.77,1079.09,1,1.3,200,1.3,0
22,1065.72,1027.69,1079.37,1,1.3,200,1.3,0
23,1065.74,1027.6,1079.29,1,1.3,200,1.3,0
24,1065.76,1027.6,1079.69,1,1.3,200,1.3,0
25,1065.73,1027.52,1078.66,1,1.3,200,1.3,0
26,1065.81,1027.62,1078.7,1,1.3,200,1.3,0
27,1065.85,1027.7,1078.95,1,1.3,200,1.3,0
28,1065.89,1027.61,1078.45,1,1.3,200,1.3,0
29,1066.29,1027.61,1078.04,1,1.3,200,1.3,0
30,1066.24,1027.56,1077.88,1,1.3,200,1.3,0
31,1066.31,1027.55,1078,1,1.3,200,1.3,0
32,1066.33,1027.52,1078.11,1,1.3,200,1.3,0
33,1066.23,1027.47,1078.01,1,1.3,200,1.3,0
34,1066.26,1027.46,1078,1,1.3,200,1.3,0
35,1066.21,1027.48,1078.53,1,1.3,200,1.3,0
36,1066.16,1027.48,1078,1,1.3,200,1.3,0
37,1066.15,1027.5,1078.65,1,1.3,200,1.3,0
38,1066.22,1027.53,1078.42,1,1.3,200,1.3,0
39,1066.21,1027.57,1078.81,1,1.3,200,1.3,0
40,1066.14,1027.7,1078.67,1,1.3,200,1.3,0
41,1066.06,1027.65,1078.22,1,1.3,200,1.3,0
42,1066.01,1027.67,1078.56,1,1.3,200,1.3,0
43,1066.06,1027.62,1078.47,1,1.3,200,1.3,0
44,1066.21,1027.61,1078.64,1,1.3,200,1.3,0
45,1066.14,1027.7,1077.88,1,1.3,200,1.3,0
46,1066.06,1027.65,1078.42,1,1.3,200,1.3,0
47,1066.16,1027.48,1078.71,1,1.3,200,1.3,0
48,1066.15,1027.5,1078.36,1,1.3,200,1.3,0
49,1066.22,1027.53,1078.86,1,1.3,200,1.3,0
50,1066.15,1027.58,1078.64,1,1.3,200,1.3,0
1,1037.91,1010.53,1023.32,1,1.4,50,1.4,0
